username,text,public
@BekkaALT,"I'm a pansexual...and this is just outrageous!..Kids should NOT see naked people and stuff like this at such a young age.
I hate what this 'community' has become..
A lot of people are obnoxious, rude, sensitive and crazy!
Even my friends (who are both bi) say that everything is too much. Me and my friends just want to be treated like normal human beings..like how you treat any other person.


Oh and for some of the LGBTQ+ community. If someone respects and supports LGBTQ+ does not mean they are 'coming out' they could easily just support this ""community""

(Though I do not know why it is even a community.)",TRUE
@jigsaw2982,Screw your Pride. That’s all I have to say.,TRUE
@roccocandela1575,Have fun in hell with Satan,TRUE
@keahililia8208,"Well maybe because the ""Community"" harbors a lot of narcissism and prejudice that no one, even LGBTQ folks themselves want no part in the ""Community"".",TRUE
@ororinator5596,"“A lack of understanding of the LGBT spectrum has contributed to young people becoming increasingly uncomfortable”

This is why people are wary of the LGBT folks. There’s zero accountability on behavior. If they want to be welcomed or accepted, they shouldn’t beg people outside the community for affirmation of their life decisions that not only have absolutely no affect those outside in any way, but also are none of their fucking business and in the same breath ridicule those same people they beg for acceptance when they don’t accept them in the way that they want to be accepted

This whole vibe of “their lack of understanding” reeks of arrogance. Am i to accept that its my fault for not understanding your spectrum of feelings at any given time and that I deserve slander for even valid criticism for behavior that is viewed as unacceptable in every other context?",TRUE
@imabegood,we are more uncomfortable because you are using page right out of communist China to infiltrate our schools and brainwash our kids. Let our kids be innocent.,TRUE
@Nutmeg-,"Well, if you keep inventing new identities and push shit like ""die cis scum"" then yeah, this is to be expected.",TRUE
@user-jv2vh6hl7w,"He is a devil in his ass, then whispers to the person that his treatment must be looking for someone who perverts him to be the cure and he is a liar who wants you to fire and the solution is that you repent sincere repentance for the sake of God.  Whatever you want from your movements, O Satan, you are making vibrations and movements that want me to do what makes God angry.",TRUE
@DakotaofRaptors,"My problem with the community is its hypersexualized culture - which makes sense given that LGBTQ+ is about sexual and gender minorities; but in any other situation, a good chunk of these people would probably be arrested for public indecency. Not comfortable with kids attending these rallies and watching half-naked people flaunt their stuff for the world to see.",TRUE
@Toad1,i came to talk to a person not know if you like you like men or women what sex position is your favorite or what your kinks are i dont give a shit stop acting like its important,TRUE
@franciscasaefigueiredo1122,"I just can't accept that people just need all this goddamn attention, point is: you should love who you love and be what you feel you are but no need for shoving all your freaking things upon society or even get into the stupidity field",TRUE
@jascam1,"The US/West have to come to the realization that there are countries; especially in Asia, Africa and Eastern Europe where the culture will always remain reluctant to a society in which two men are allowed to copulate. No amount of punitive sanctions under the guise of inclusiveness for LGBTQ will sway them from this moral conviction.",TRUE
@DDCrp,The lgbt activists are increasingly uncomfortable goal post shifting every month- that's what's uncomfortable,TRUE
@lergmoan3377,Looks like every june the kids are gonna have to stay inside,TRUE
@jamesfiaco4922,"If one is truly proud of their race religion gender sexual preference social classification personal professional life. Then the do their best to live in accordance to validate such a belief.  You know what's worse than living through pain. Being spiritually held back.  By one's ancient descendents everyday poor choices.  Example wearing makeup beauty supplies clothing so forth and so on that is made to the lowest standards of quality which contain substances materials that stem from poisonous chemicals that never change their killing composition. Which means whether it is a solid liquid burnt off into our airways atmosphere as a vapor is always going to be poisonous debilitating deadly to the body at the same time polluting corrupting devastating to mother Earth and all the various different forms of life that live within this world. Another example being soft lazy out of shape overfed under nourished overworked underpaid weakling with a dirty low-paying job. Basically neglecting one's own physical freedom throughout their life.       In layman's terms no one can express receive love or any other desired emotion in its entirety if the don't know themselves from the inside out.   So learn your body's capabilities and limitations by fully engaging with all the body senses to their extreme limits in the most efficient way that is humanly possible.  Become physically fit mentally sound spiritually balanced being able to express physical freedom which is key for one to start living up to the pleasure potential responsibility of femininity and masculinity. For only at this level of body awareness does one actually naturally constantly consistently have the self-control discipline loyalty devotion appreciation respect confidence playful determination. To consciously acknowledge physically participate in being true towards love honor and the creation of life in the way of being a mother or father parent possible Guardian caretaker. This greatest most pleasurable of all responsibilities would also instinctively include a method of parenting upbringing that would quantify the chances of infant baby newborn toddler young child teenager growing developing maturing into a strong confident healthy successful fun-loving intellectual adult that can joyfully make their way through life as a (single married) leading or simply just being a healthy happy productive part of a massive group which is society.	Option number two alone not quite as exciting physically mentally spiritually challenging rewarding nonetheless a quantum leap in progress from the way the mass majority of the population throughout the history of mankind has been living dying off lacking more so here in America. More specifically Donald Trump and like-minded. 	Is to have had the wisdom and knowledge physical capabilities of being able to ground in pound slip and grip  into paradise so intensely intimately that it gets the soul and spirit off with no negativity attached maybe even in the free and clear. Possible for a person to be a combination of all these best case scenarios situation combined is one. Unfortunately the mass majority of today's population from coast to coast globally again more desperate here in America are content living dying off having only used the smallest percentage of a fraction of the true potential they were first born with.  I must say being feebleminded physically inadequate submissive subservient may be genetically inherited or a simple generic learned behavior most likely for today's population again more so here in America even more specifically Donald Trump and his sellout suck up traitor to America trumpet blowers to be a combination of all those worst-case scenarios combined is one. Which also includes being a sexual failure sexual criminal.   Keep in mind sexual crimes are classified as the weakest form of criminal conduct.   Which is one of my primary points everything sissy boys supreme does permeates out weakness.  Subconsciously he knows this. Is part of the reason why he and Mitch McConnell the Republican Party for the last 60 years.  Have had the false belief if the mass majority of the population is at their worst. They will look their best and feel less afraid scared of dominant gentleman and women that are demonstrating high-class sophistication which is a form of femininity at its finest. and these points should be instinctively in heart considering the simple logic basic concept that if life is not free why the hell would death be any cheaper? It's not guaranteed. A question the common basic average normal man or woman may be able to wonder is the spiritual cost to one's own soul and spirit when the freely live and die off having only used the smallest percentage of a fraction of the true potential they were first born with basically neglecting their own physical freedom throughout their life.  Unfortunately this self-neglect reckless desperate ignorant stupidity has been exacerbated by global pollution.   The good news similar to life not being free I promise souls and spirits have paid out are picking up the tab on all these man-made problems and much more.     Now I would like to resurrect wish and prayer are made prior to my 8th  birthday which was that I wished and prayed to be held spiritually accountable to the statements I proclaim to the way I'm living personally professionally. I guarantee you never see hear another potty man and empower persons of legal religious authority leaders ever freely accept that level of physical mental spiritual accountability for anything the do ever. One reason you don't have the best interest of the majority of the population's needs at heart)  another reason may be they come from a bloodline of cowards or simply have a lifestyle that suggests confirms validating them as being feebleminded physically inadequate submissive subservient S.R.F.",TRUE
@yoshaosaxofonista,Glaad is itself is a problem too. This organization get money for big corps and force entertainment induatry to put woke agenda on products,TRUE
@kyleendrake2638,The LBGT stuff is way too in your face lately.   It's everywhere.   I don't have a problem with what they do.  I don't like it pushed into my face constantly.   It's taking over.   It's way too often found in movies now days.    I feel the same way about religion.   Believe what you want to.  Don't push it off on me.,TRUE
@ApoIIo_,"I don’t really like to say this often, but yeah, I do get really uncomfortable around the LGBTQ community. A few rants is that most people that I know who are from the community, make any character from real life and animation movies/show ‘canonically’ gay/bi/trans etc, even when there’s no proof whatsoever, and they think their reasons are the only answer. I also don’t like how they shove it up in your face threat their in the community and make their sexuality a personality. I also, don’t really like people in the community, since they can be hypocrites, rude, ignorant, and careless. I have both met people like these (Who are cool and who are..) and it’s honestly dumb how people I’ve met think they’re superior to other people. I also don’t like how they make fun of my religion, or how they disrespect it by calling it old, and stupid to follow, and calling us Homophobic because we can’t support them. They can be careless around people on pride month, and try to make any living remark only about them and be rude to the people around them (kids) who shouldn’t know this stuff until they are old enough. This is probably the most homophobic remark out of all of this, but I can’t really.. stand(??) it to see a gay flag, I just want to go out there and say to people who have it is to “Look, your gay, that’s cool but I don’t really care”. When I mean I “don’t really care” I meant in like “I don’t really care that your gay because we should respect each other, and it’s 2022, no one would care or not that you’re gay” I guess. Now this last part is- like I said before- the most homophobic I said so far, and if you have a problem with it, I’m sorry but I really need to express my feelings since I have been holding it for so long. This is just really a personal opinion, and rant so don’t take my word for it. Like I said earlier, you can figured out that I’m a Christian who respects the community. So you wouldn’t really see me saying “You go girl! Congrats on being a lesbian!” You would most likely see me saying “I respect you guys.” Dumb comparison, but it’s the best I got. If you’ve gotten this far, I congratulate you. Thanks for reading my rant, and I hope that me and the lgbtq community can get along nicely.",TRUE
@tailittle2284,"Maybe its not so much the acceptance thats making people uncomfortable but the fact that the spectrum seems to increase every day yet were suppose to know that some one is a asexual lizard half bear from planet x and if you don't get their gender right your put on blast. You drive people away when you attack them for not understanding. Not to mention all the other bs going on in the world and now we have to start pandering to .03 of the population. Most of us don't care what you are, just don't force it down our throats.",TRUE
@cheemdog9878,Good thing im polish,TRUE
@Glorious_Yell0w,Maybe because even the teens cant keep up with it. is LGBTQAAFRTUYP now or LGTBQAAÅÄÖBWERqVCD now?,TRUE
@8colorsrainbow234,"Not trying to hate, but... okay we get it you support and love the Lgbtq+ but you dont have to flaunt about it so much.. its making us straight people uncomfortable..",TRUE
@Hevendemo,"""Lack of understanding of the lgbtq spectrum"" 

No, it's the gatekeeping and harrassment in the community.",TRUE
@lukeyznaga7627,"GLAAD is wrong [ by the way, three decades ago, their was a christian  music group called GLAD.  I assure you, that that charismatic song group eventually got involved in the Gay rights support movement].  GLAAD is wrong because its not about ""...understanding of the LGBTQ+ Spectrum...""  Bullshit.   As others have mentioned here, and even other Gays have testified, the MOVEMENT NOW is way too aggressive and against free speech and pushy.  they are nasty, judgmental, violent, and sneaky about how they target children and how they want to have public nudity and even more Gay sex scenes in MUCH OF TV - all types of shows.",TRUE
@dcc-randomstorieswithmel7424,"As a Christian,it’s the fact that I am automatically considered hateful and spiteful be cos of my religious beliefs.
It’s the hypocrisy for me that we are supposed to love,accept and respect the LGBTQ but ain’t given that same courtesy.
That I am automatically considered a bad person not because of how I treat and love others but because I believe and obey the things in the Bible.
It’s the fact that I am being forced to change my opinion on life and love or face the risk of getting cancelled,it’s the outright bullying for me",TRUE
@DERTHIX,"It's not cause of a lack of understanding... It's cause that community is - in their own words - ""Toxic""!
I'm not saying every person is but A good majority is!  They wanna dictate what everyone says and does...",TRUE
@bottomtext593,"I'm fucking tired of seeing a rainbow flag every time I turn around
We get it. You are gay. Now shut up and mind your own business",TRUE
@billn.1318,"Can we also add the lessen the trend of young americans posting on social media about coming out as a different gender? No one cares. No one needs to know your sexuality. I personally dont give a hoot. Happy for you! But you dont need to wave a flag to get noticed. I recall a few people back in HS years ago who came out at as gay, bi,pan sexual, graysexual, bicurious or what not. Year later, they got married to the oppposite sex, had children and are happily married. I support their community but you don't need to let the world know that your sexual preferences had changed.",TRUE
@amandashanae699,"I'm straight (gonna get lots of shit for this) and I honestly care about anyone as long as you're a good person but what I can't stand is that community getting overboard with political agendas and over sexualizing everything and no I'm not just talking about the parades I'm talking from experience, all you have to do is say the slightest thing that doesn't agree with LGBTQ and the whole community attacks and bullies you! I have bisexual and trans friends that have been bullied to the point they hate the community",TRUE
@sta5011,This is why I'm terrified for the human population in the future,TRUE
@JonDoe42069,Good. As they don't have to be comfortable as that's how they feel.,TRUE
@mointotheworld2295,Honestly i dont care if youre gay. Dont trow it in my face. I literally dont care.,TRUE
@nostalgicgirrl6053,"There’s virtually no newly released western show/movie that doesn’t have an lgbtq character, and I saw this one show- Years and Years- in one single family there was a gay man, disabled sister, anarchist sister, straight man, black daughter in law, a poc gay partner, and a trans kid. 

And what do you know 🙄 the douchiest, most annoying, cheating, lying, pettiest character was the white cis straight male. 
I get that the show was a good watch, but this fact didn’t escape me.",TRUE
@derelictt,"Girls…notice how its only bisexuals speaking on the community, this is why yall are hated",TRUE
@lebedev6954,based,TRUE
@SamSung-sl1is,"LGBT Logic: If your straight, that means you hate gays so then that also means your secretly gay.",TRUE
@JakeTake173,literally LGBTQ people feeling uncomfortable with the community shows that this is getting out of hand,TRUE
@skyler1887,It's annoying once they call you a homophobe for not agreeing with their way of living. (not agreeing and hating are VERY different),TRUE
@yomamaisobama9yearsago731,"These days people will call you “homophobic” for not being gay . They will be like :
 “UH ? YOURE STRAIGHT??? BEING STRAIGHT IS HOMOPHOBIC. YOU NEEEEED TO BE GAY OR EVERYONE WILL HATE YOU” 
Like what the hell is happening to humanity…",TRUE
@ventoventi,"ANYONE lgbt in the comments who is supporting such open hatred is a coward, and actively bringing shame upon our predecessors. you really think spitting on the rest of us, and the millions that died to A*DS, will make the straight people accept you? grow a fucking backbone.",TRUE
@markrobbin,Huge shocker. I wonder why.,TRUE
@tahirrizwan6759,"I have friends that are in the lgtb+ community, but they are not vocal about. They just live their lives. What I feel uncomfortable about is that the movement has been turned into a hostile political agenda where everyone HAS to subscribe to.

 Instead of it being about human rights advocacy, it has increasingly become about control of speech and thought. These lgbt extremists have unfortunately become the face of the entire community. It’s embarrassing that we now imagine lgbt+ as glass-wearing color haired aggressive white women instead of everyday people just trying to get to work or get on a bus. 

There is a huge uneccessary fuss about preferred pronouns, and to be honest it’s not helping the cause for people who are clinically body dysmorphic. It became a joke with many just doing it for fun. It is shoved into people’s faces where inclusion also means exclusion. Because if you don’t, you can be doxed. This younger generation, especially in the US is swimming in privilege. I must say that is a very American agenda that I have not noticed in Europe. In Holland, we don’t resort to extremes, preferred pronouns aren’t a thing and it’s not shoved in your faces. It’s more about power and control than anything else really.",TRUE
@tylerrboy2,"I don’t believe this video, gen z is the most excepting of any",TRUE
@Bojan_V,Happy Pride💚🌈!,TRUE
@danieltrevizo5973,So many people on this comment thread don’t understand why it’s important to be vocal about gay rights…,TRUE
@burgerseagull8740,"This was in 2019, how is it now?",TRUE
@pradeepgr5080,What is thare about issues,TRUE
@ironwolf56,"I know so many people who have gone from allies to wary over the past 5 years because it's gone from tolerance and acceptance (something I think nearly everyone was onboard with) to ""celebrate and validate me at all times or you're a bigot."" The T part of the LGBT movement is especially bad about this with things changing on a near-weekly basis of what's acceptable.",TRUE
@EbonyJoneskuye,"I over the pronouns, now there sre neo pronouns like tree and bun ... this is getting ridiculous.",TRUE
@loukabutahe8747,"Once you give them power, they will want more than acceptance.",TRUE
@werewolfbynight4918,#MakeAmericaStraightAgain,TRUE
@tuckemon,Jeez what a shocker that when you keep pushing your agenda on kids and it keeps getting more sexual they aren't gonna be comfortable. I personally don't think any group should have a whole month dedicated to them. If veterans only get one day to be honoured than that's how it should be for every group. Also all the pandering companies do to the LGBT community throughout June is nauseating.,TRUE
@aztroboy1450,"This is why I'm neutral.
Both sides will hate anything and both sides will have hypocrisy.",TRUE
@Shannonbarnesdr1,"i ve been griping about this ever since the far left started with all  this shit, and im tired of it  they are causing us al to go backward, to regress in so many ways  and there is no coming back from it and there is no forward movement in society anymore   I will tell you the majority of lgbt people are not like this,  theyare very against this bullshit these leftie idiots have been doing over the last 10 years. but the crazy leftists are what gets all the attention unfortunately.  we do speak out,  silent majority, but as you probably know,  just being a normal person does not get anyone’s attention, it’s the loud and crazy, so unfortunately the majority is ignored and silenced while the insane left is what gets heard , plus in this case they are playing to stereotypes we’ve all fought so hard for decades to break,",TRUE
@im.charles8278,"Good! It means you (generally speaking) can try to socio-politically engineer society as much as you want but it will still be in futility against NATURE, BIOLOGY and NATURAL LAW which will ALWAYS win out. Good. And actually, all the Baby Boomers, Sexual Liberation proponents, Hippies and whatnot of yesteryear, all you OLD folks have a lot to answer for today's 'confusion' and state of affairs, seriously. This is ALL your doing.",TRUE
@satrickptar6265,I don't know but some LGBTQ+ members not including LGBTQ+ police are a bigot of their own kind.,TRUE
@Fanny-ge6ge,"""Prompted situations like learning a family member is LGBT""
Problem is, a family member being gay, trans or ""pansexual non-binary two-spirited"" is absolutely not the same thing... Why put everything under one big umbrella term?",TRUE
@i__________i,WTF being LGBTQ do you proud of?,TRUE
@princesspeach7496,"No, it's not due to a lack of understanding the LGBT community. It's because of how this community acts. Disagree with a gay person? Homophobic. Say trans MTF can't have a period? Transphobic. Disagree with anyone who's LGBT? Hateful rightwing bigot. The fact that this community is preaching acceptance while using the word straight as an insult should tell you enough. I'm no longer a woman, no, i'm a cis woman because a very very small percentage of people are MTF trans. I honestly don't care who you sleep with, or how many people you sleep with. What i care about is how you treat me, so if you're bashing me calling me all kinds of phobic and -isms while using your sexuality as a shield, my ability to accept you goes down the drain too.",TRUE
@whynot7802,"As a gay person i dont feel comfortable either.racism,body shaming and bullying by those so  called wannabe mean girls who are gay men.lets not forget who was bulied in school for being gay.theres nothing accpeting in this communith unless u look apart,and a lefty",TRUE
@craig3240,I'm gay and I for sure know a lot of ppl are too demanding and sensitive. They'll flip and try and make you look like the bad guy.,TRUE
@QeZobaBazZz,"even we gay are uncomfortable with this ""pride"" bshit, i dont even consider myself part of the lgbt community.",TRUE
@amryzz,"Im homophobic, change my mind.",TRUE
@nuthorde834,"What do nudism, exhibitionism and mayhem have to do with acceptance, tolerance and respect? Exactly. I'm saying this as a homosexual man, the whole ""LGBT/Q"" thing is stupid.",TRUE
@c1rcl3s,This is because the community is becoming really hostile with compelled speech,TRUE
@MrHeeHo,"I actually feel like pushing your sexuality into literally everything just makes it worse. I slowly get more homophobic by the day seeing what the ""liberals"" are doing to ""stop oppresion of the lgbt community"" is making things worse. All they wanted is to be accepted by society. Not to have their own month and making literally every single thing gay. I feel like i'm slowly becoming a monster. This needs to stop. Help please!",TRUE
@aquarius-ninomontoya3580,Acceptance was down by 8% in 2018 wonder what the percentage is now ?,TRUE
@onnitolonen2327,"Fun fact : when in the bible the explanation ""men cant sleep with boy"" means that pedophillia is Bad it doesnt have anything to do with homosexuality",TRUE
@anitajones8706,"I’m bisexual, I’ve loved and had relationships with women ever since I can remember. I absolutely detest the modern lgbt community. I hate the anti-science, the militant ideology, the bullying of the lgbt movement. I want nothing to do with them",TRUE
@sussusamogus5574,I would rather be in the great war and die for my country that witness this era,TRUE
@5pctLowBattery,"Since they are losing the current generation support, Now they will advocate for even younger forced allies from the newest generation as early as pre-school through tv programming and lessons in elementary school. 
Parents beware.",TRUE
@H0elessromantic,i went too deep into the comments and im gonna have a mental breakdown 😃✌️,TRUE
@avan5665,"Me: la la la. Time to go to work
Me opening the door. Saw a big parade of LGBT.
Also me: *confusing screaming.",TRUE
@benmelman9505,95% of straight Millennials hate bisexuals and homosexuals. Primarily because they hate what they cannot relate to.,TRUE
@fav843,"I'm trans and I honestly am alienated by the ""community"".

The only thing we have in common is our sexuality, but that is but a tiny part of our lives. We have our own individual interests and shit and everything doesn't have to revolve around you being LGBT. Obviously people hate us, but that is so tiny these days that they aren't even a threat. I hate being trans, and I wish I was literally a normal person. Hate gender dysphoria. It's a stupid medical issue and I wish I wasn't born with it. I just want to live a normal life. I never understood those trans people that are openly trans and put in zero effort to blend in. But whatever. It doesn't automatically make them bad people, but I wouldn't do that myself. It just comes off weird to me. 

Being gay or lesbian or bisexual doesn't have to define you. Just live on. People are going to be bigoted or ignorant about you, but there are tons of people who just don't care. Most adults judge people on the content of their character, not the labels attached to them. It doesn't matter what you are, someone will hate you. Obviously some groups get it more than others, but at the end of the day someone loves you. I'm tired of being defined simply for my labels. I try to be a good person and that's all I need to do. 

Are there obnoxious people in the LGBT community? Hell yes. Are there perverted degenerates among us? Yes. We aren't special. We are a mixed bag. We can be complete monsters or angels. This is why I hate ""communities"" and ""groups"" because everyone is fucking different and shouldn't be definined by labels.

The thing is that most of us are normal. Hell, most of this comment section is filled with LGBT people who feel the same way I do. We just want to be a part of society. We don't want it to revolve around us. We just want to live normal lives.

We have bigger issues anyways that affect everyone. Poverty, homelessness, hunger, unemployment, poor infrastructure, bad health, a failing government, climate change, and it seems like we are too focused on social issues to fix these real problems. We need to focus on everyone. If you really want to help minorities without abandoning the majority, we need to fix the issues that affect all of us. I feel like if we unite on that, we will find that we have a lot in common and that we can come together with a better understanding of each other. We all suffer. We all have problems. And we all just want a better world. 

Politicians. If you want to help minorities, that's fine, but don't ignore the majority. Help all of us. Please. Focusing on minorities alienates the majority and it causes more infighting. Fix the damn country. We are dying out here.",TRUE
@desertsandfly2277,LGBTQ community logic: *Be gay or be homophobic*,TRUE
@mrok3405,"Sexuality should never define your identity and concept of self. Sexuality is a tiny portion of your life. It's not significant, as many people live without sex and many choose to not even have  a partner. Sex itself makes up a tiny percentage of what is involved in a  relationship in heterosexual couples. Why is it such a big issue for gay or LGBTQ people? In relationships, compatibility, shared interests, and having similarities are what makes or determines successful relationships.  The LGBTQ movement seems to have gone beyond a healthy understanding of sexuality. Stop sexualising everything in your existence and start living free because no one really cares about what others do in their own bedroom..there's no need to advertise it everywhere you go and make it so publicly heard and known as your defining point.",TRUE
@directioner2870,I'm an arab and I support gays veryyyyy much I love them but my society always blame me because we are arabs and muslims .....  I hate these kind of people 💔💔💔🥺🥺 but I will always support gays 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈✌✌✌🏳️‍🌈🏳️‍🌈✌🏳️‍🌈✌✌🏳️‍🌈,TRUE
@Trixie.Lulamoon,Glad to see this comment section filled with suggestions rather than cancer.,TRUE
@Anonim-bl1et,"im sorryyy ! even youtube deleted my comment for actual free speech and common sense... but i am lesbi, i can be a bit tomboy and feminine as well, and i dont think lgbt is an issue as long as they dont act crazy. different genders, new letters, envolving children into confusion. parades where people are naked, is not about asking for acceptance and support its about to show off and self superiorization. Being lgbt is not something we should be proud of and show off as we are better, its a serious condition which takes patience, support and acceptance. we are are not someone better or less but simple humans as heteros. we shouldnt be offended by human created words as she, he the actual pronouns to communicate easier with each other. thats why not only heteros doesnt like this community but actual lgbt people.",TRUE
@teamtundra2619,I think it’s because everything is about how there’s 938373 different genders not about equality or real problems,TRUE
@revcanon5744,You guys really don't need a whole month for yourselves.,TRUE
@hiimain7932,"As a gay woman, I love the pride, but I sometimes some of the protest and demands are overboard. US LGBT rights cater the needs of the community already. I hope they will shift their cause to other noble causes such as environment like volunteering to tree planting, removing plastic in the sea or oceans, awareneas on domestic violence, free health assistance, etc. It would be better if the LGBT community and allies will be remembered as people who help to resolve issues.",TRUE
@atomnous,"They seem like they don't have manners, I don't mean the ""community"" since there's really no community here let's be real. We're all individuals with responsibilities",TRUE
@evangeliar.7600,I'm bisexual but I left the community too. It gets too political and they sexualise gay people all the time on pride events. This is not gonna help us honestly.,TRUE
@frankrusso7796,"Maybe because any criticism at all is followed up with social executions where you're fired from your job and cancelled? Or maybe, maybe it's the fact that what happens in your bedroom for some reason needs my constant affirmation. Or maybe it's the fact that you're forcing people, bakers, to participate when they obviously don't want to? I don't know. Maybe.",TRUE
@gummyf4ngs,"as a member of the lgbtq+ community, i don’t agree with some of the things that happen at pride; especially with almost nude people who you have a chance of seeing as a minor",TRUE
@voxfire3765,"This is the most hate-filled comment section ever. To all my lgbtq+ pals who stumbled upon this, I just want you to know that you're valid. Everything you're feeling is valid. Your emotions are valid. You have a right to be who you are and love who you love, and no stupid youtube video or a bunch of idiots in the comment section can take that from you. Every one of you reading this loved. I love you. And hey, don't worry, everything will be okay. If you're out, then I'm hella proud of you and I hope everything is going well. If you're not, here's some snacks and cool books to read while you chill in the closet. I love all of you, you amazing human beings.",TRUE
@neonmaple5259,"As a Bi, I'm also quite uncomfortable with the radicalized oppression from the community. (Yeah I said it, the community has become what they've swore to fight against).",TRUE
@MLGsniper-oo8xp,Dont even try to justify the lgbtq,TRUE
@zombae_art,"I always kept this to myself cause i know that someone is gonna accuse me of being a homophobe but i have a lot of LGBTQ+ friends but i also noticed a large majority of those LGBT kids always have to make it clear that their gay or something, they wear it all over themselves and i understand that want to express themselves but catcalling kids in the hallways and being perverted for the same gender, like i catch my best friend doing this, (she's bi and we both in highschool) and she catcalls and flirts with anyone she sees without even knowing if they are gay or not. It also bothers me when LGBT kids always talks about their kinks with people like, they would just talk about their kinks randomly in a conversation that was not even about kinks. Literally NO ONE gives a shit about your kink. 

Honstly I feel like kids part of the LGBT+ community treat being gay, perverted, and kinky as actual personality traits.",TRUE
@littlecatfeet9064,"I’m a “B” in the LGBTQ alphabet and I used to love Pride when there were a lot less letters and people demanded respect and equal rights. But now we have so many Trans and Non-Binary people demanding respect for dozens of pronouns, thousands of genders, and the suppression of free speech for those who disagree. 
That’s not respect and rights, that’s simply leftist bullying. No wonder young people want to throw the whole movement away when activists equate actual, harmful homophobia with imaginary crimes like “misgendering”",TRUE
@aaronxalapa,"As a gay man and trump supporter I completely disagree with the ""community"" they don't represent me anymore and I think is increasingly becoming a threat for society.",TRUE
@peterpaullee9952,"Just kick out hypersexualized groups and cultural marxists from the pride parades and to the LGBT+ community, then assess again...",TRUE
@ballihoo2735,"The fact that there can be a pride parade for the lgbt+ community, which showcases alot of immoral images and actions, but there can't be a military parade for the support of our deployed troops, without it being called an act of fascism by snowflakes, is utter bs. Ik ik I probably sound like a ""bigot"" or whatever you wanna call me, but it's true.",TRUE
@xdnation1524,Im 17 and im more than uncomfortable with Lgbt stuff. The fact u guys exist is cool n' all but plz stop shoving Lgbt stuff in our faces everywhere 24/7.,TRUE
@whoaretheyhiding798,"The ""discomfort"" is probably genuine fear, it has become finally true phobia and it is justified. Why?
If you disagree with what has become the rainbow extremists you will be doxxed, sacked from your job, be sent hate mail and death threats to your family. Basically they can ruin your entire life.
The oppressed has become the oppressor.",TRUE
@Saiper1990,"Stop shoving intersectional feminism down everyone's throat, stop claiming there are a million genders and you'll be fine.",TRUE
@ericktwelve11,"That's what they get for attacking Christian businesses, these people ruined their lives by calling them homophobes and pressing charges, remember God is not blind, he sees his children in trouble by these people, god is the God of justice.",TRUE
@ghoul4748,Imagine being so repulsive to the common individual you need federally enforced laws to protect you.,TRUE
@mantellacrux5607,"Bruh i swear its always the older people that take Pride too far, like i just wanna drink my rainbow bubble tea  without seeing someone nude. Smh",TRUE
@itstheazuresystem911,Well...I’m a young American who is bisexual and I think pride parades are great as long as we don’t take it too far.,TRUE
@neonparadox6967,"I am gay, and I am fucking tired of the ""Community."" You can only tolerate this shit for so long and I am glad that my generation may take a stand against degenerate behavior and force the people that pretend to represent me to act normal.",TRUE
@tomatmo5170,"Why can’t we just accept each other for who we are no matter our gender, race, sexuality, or religion and just move on. None of this hate should be necessary nor shoved down people’s throats. All that I would want (I won’t speak for the whole LGBT+ community) is to see fair treatment for all. Equal rights, equal rules. Again, let’s just come together and accept each other and come  together peacefully for the sake of humanity.",TRUE
@MTurner504,"it's the fact the LGBT+++++++ agenda FORCES acceptance of accepting the whole person along with their sexual preference.  I'm sorry but I dont accept any groups as a whole. All groups have a mix of the good,the bad and the just down right evil.  If I meet a person and I only am nice because they are a federally protected class of person.... then I'd be fake. I will base HUMANS on the way they treat others and their world view. I will not accept just any PERSON because 9000 MSM talking points tell me to. I've never been one to decline a friend that was too weird... I actually prefer the weirdos who society kicks to the curb.",TRUE
@philu3,"With the LGBTQIA+ stories being constantly shoved down people's throat....we just get tired of it....the whole virtue-signaling, the thirst for constant attention.

With the bombardment of stories on the LGBTQIA+ community, you would think that 80% of the population is gay. 

Enough already.",TRUE
@dio8440,We are winning! hope they end this shit soon.,TRUE
@SyrinWarner,And most of them are high and middle schoolers. You know the ones. The ones that pretend to be gay.,TRUE
@thoth47,"i dont think its a matter of being uncomfortable with the LGBTQ folks at all. ive never heard anybody actually disliking the people whatsoever. who cares, just do your thing and leave me alone. same with religion just do whatever you want and dont let it impact me and dont show up at my door peddling some warped version of your gods that need american greenbacks to keep me out of hell.

its a matter of forcing it down peoples throats and telling children that are 5 and 6 years old that they can choose whether to be any gender they want and painting rainbow flags at all the intersections. not allowing people to question it at all under threat of so called hate speech. the list is endless. oh and that young child thats been dancing at a gay bar in the bronx dressed as a drag queen prostitute for grown men with erections who are throwing money at him, and hanging out with a convicted drug dealer who murdered and dismembered a person and served a prison sentence.
THATS the real fuckin problem here. and i have heard more often than not when i speak with people in this community that they think thats obviously a problem as well. its an agenda, probably eventually to get people to accept pedophilia like these ""virtuous pedophiles"" out there. google those ridiculous scumbags and see what you find.

and the LGBTQ community is simply being used as a pawn in all this. innocent people once again having their puppet strings pulled by the powers that be and the psychopaths with the big bankrolls that are really in control of everything.",TRUE
@sharonj3979,It's because you've pushed to long and people are sick of hearing about it. Go forth live your life and watch how who you are won't be an issue anymore.,TRUE
@kongwaguk8337,Everything in this world is political. Every more strategic. You'll habituate.,TRUE
